iter	Logloss
199	0.1896671207
200	0.1891357273
201	0.1883777437
202	0.187635615
203	0.1867435441
204	0.1862728133
205	0.185419439
206	0.1845361805
207	0.1839055584
208	0.1833674579
209	0.1826690562
210	0.1819888011
211	0.1812761654
212	0.1808319092
213	0.180265061
214	0.1794967558
215	0.1790910285
216	0.1779461349
217	0.1771490449
218	0.176540929
219	0.1759706714
220	0.1752179976
221	0.1747327159
222	0.1741386665
223	0.1732906952
224	0.1727218535
225	0.1718479105
226	0.1714008224
227	0.1709425557
228	0.1702338325
229	0.169598888
230	0.1687958919
231	0.1684222099
232	0.1678371779
233	0.1674314692
234	0.1669093541
235	0.1662469102
236	0.1656817761
237	0.1652455126
238	0.1645317404
239	0.1638740288
240	0.1635053213
241	0.1629650037
242	0.1624318403
243	0.1615439428
244	0.1610394712
245	0.1606193049
246	0.1598352565
247	0.1593512045
248	0.1588733939
249	0.1583412366
250	0.157484341
251	0.1569859245
252	0.1563125629
253	0.1558205368
254	0.1553538396
255	0.1546980936
256	0.1541160798
257	0.1536478641
258	0.1535030453
259	0.1530971876
260	0.1527708377
261	0.1524068905
262	0.1516265124
263	0.1511146629
264	0.1504849165
265	0.1499432015
266	0.1494671143
267	0.1486047877
268	0.1480495094
269	0.1476829631
270	0.1469728705
271	0.1461714674
272	0.1457635323
273	0.1452732296
274	0.1448917785
275	0.1444501306
276	0.1439055931
277	0.1430619162
278	0.1426252801
279	0.1420668158
280	0.1416201469
281	0.1410875332
282	0.1406753596
283	0.1401645069
284	0.1395648402
285	0.1390404893
286	0.1385111733
287	0.1378850227
288	0.1374727559
289	0.1370082757
290	0.1365863581
291	0.1363064646
292	0.1357242086
293	0.1352321173
294	0.1347390479
295	0.1343162639
296	0.1338983892
297	0.133612217
298	0.133226369
299	0.1329558376
300	0.1324654604
301	0.1319895874
302	0.1316914541
303	0.1314565824
304	0.1308900603
305	0.1304481981
306	0.129905533
307	0.1293717828
308	0.1289314764
309	0.1284532559
310	0.1277767643
311	0.127306406
312	0.1267355522
313	0.1264785375
314	0.1260705838
315	0.125531794
316	0.1252430787
317	0.1246515258
318	0.1241889926
319	0.1237815885
320	0.1233244583
321	0.1229062575
322	0.1225636241
323	0.122266292
324	0.1217394818
325	0.1211999653
326	0.1205919333
327	0.120208144
328	0.1198138934
329	0.1193742018
330	0.1190228212
331	0.1185360118
332	0.1182087862
333	0.117769607
334	0.1173576756
335	0.1169579474
336	0.1166042845
337	0.1161860185
338	0.1157858153
339	0.1155236306
340	0.1152584369
341	0.1147634113
342	0.1144656972
343	0.1141033801
344	0.1138231885
345	0.1133346278
346	0.113013448
347	0.1126290439
348	0.112111838
349	0.1119100643
350	0.1114268972
351	0.1109980209
352	0.1107621432
353	0.1105244209
354	0.1100989448
355	0.1099486858
356	0.1095172384
357	0.1091157869
358	0.108833285
359	0.1085570432
360	0.1082277589
361	0.1080682403
362	0.1076017759
363	0.1073157808
364	0.1070599771
365	0.10678789
366	0.1062699762
367	0.1060572847
368	0.1056828109
369	0.1054611392
370	0.1050198174
371	0.1047617781
372	0.1041747339
373	0.1037817036
374	0.1034747672
375	0.1032307011
376	0.1027607062
377	0.1024133871
378	0.1021418123
379	0.1018428593
380	0.1014967419
381	0.1013214242
382	0.1008457282
383	0.1005526253
384	0.1002534673
385	0.09999484108
386	0.09970128172
387	0.09944268344
388	0.09912571424
389	0.09869079217
390	0.0984097808
391	0.09817309257
392	0.09787405571
393	0.09753988077
394	0.09731828366
395	0.09708865658
396	0.09670093616
397	0.09629123115
398	0.09609699366
399	0.09582355578
400	0.09555117056
401	0.09523343749
402	0.09488682636
403	0.09457406776
404	0.09437088739
405	0.09409682538
406	0.09389030075
407	0.09361832541
408	0.09345993396
409	0.09323444297
410	0.09296149881
411	0.09265095731
412	0.09238324847
413	0.09205149556
414	0.09178543557
415	0.09150880248
416	0.09117164658
417	0.09097555531
418	0.09063360193
419	0.09038055569
420	0.09006881248
421	0.08986623762
422	0.08956488119
423	0.08929513226
424	0.08898499131
425	0.08874734359
426	0.08846357483
427	0.08814540393
428	0.08787611145
429	0.08759599436
430	0.08727294214
431	0.08699062659
432	0.08675255968
433	0.08653775356
434	0.08642635881
435	0.08611361884
436	0.0857754103
437	0.0853715368
438	0.08517983312
439	0.08489040985
440	0.08474634564
441	0.08439829993
442	0.08421568818
443	0.08394270677
444	0.08368616721
445	0.08344036843
446	0.08319438333
447	0.08295409933
448	0.08272866423
449	0.08247375488
450	0.08214659452
451	0.08198994507
452	0.08185693836
453	0.08166867211
454	0.08151022477
455	0.08127028543
456	0.08110243875
457	0.08077489646
458	0.08056968531
459	0.08036947658
460	0.08004151508
461	0.07985385434
462	0.07965955164
463	0.0793229733
464	0.07902877118
465	0.07870937063
466	0.07838464162
467	0.07816063179
468	0.07795069302
469	0.07769566723
470	0.07740437621
471	0.07721433535
472	0.07695689219
473	0.07664810665
474	0.07640288077
475	0.07623375787
476	0.07611842266
477	0.07594159118
478	0.0756514413
479	0.07544842395
480	0.07527423342
481	0.07495742723
482	0.07473473555
483	0.07444916889
484	0.07417257772
485	0.07398072034
486	0.07378043243
487	0.07365356464
488	0.07347372425
489	0.07339215774
490	0.07318051889
491	0.07294261965
492	0.07279186225
493	0.07258838845
494	0.07240145431
495	0.07214974018
496	0.07188905057
497	0.07173281566
498	0.07151691963
499	0.07130322206
500	0.07121478536
501	0.07092865512
502	0.07067240434
503	0.07043701097
504	0.07027287186
505	0.07004120469
506	0.06992356856
507	0.06981321714
508	0.06959629175
509	0.06930723644
510	0.06916551974
511	0.06894882258
512	0.06876700731
513	0.06857097193
514	0.06841343285
515	0.06820810059
516	0.06804964394
517	0.06789801555
518	0.06769351237
519	0.06752921024
520	0.06737937974
521	0.06729169294
522	0.06711286794
523	0.06694496537
524	0.06676230704
525	0.06661781432
526	0.06637070205
527	0.06621666094
528	0.06596045209
529	0.06583355169
530	0.06565909566
531	0.06553785909
532	0.06541693458
533	0.06530226077
534	0.06513651474
535	0.06505394681
536	0.06490848527
537	0.06479213468
538	0.06461861952
539	0.06447154174
540	0.06433965289
541	0.06410922469
542	0.06387447408
543	0.06373273875
544	0.0635470296
545	0.0633796487
546	0.06322445246
547	0.06309709095
548	0.06287682129
549	0.06269552303
